input,label
What features are included when displaying the search results for books in Bookshelf?,0
What notable awards and recognitions did Diana H. Wall receive throughout her career?,0
What awards and recognitions has Diana H. Wall received throughout her career?,0
What financial conflicts of interest must peer reviewers disclose?,1
What steps did EPCs take to ensure impartial input before publishing the final evidence report?,1
What organization provides the NCBI Bookshelf as a service?,0
"Who are the editors of the book ""Diabetes in America"" published by the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)?",0
"What does ""https://"" signify about the website connection?",1
"What does ""https://"" indicate about a website connection?",1
How many metrics are used to calculate the mean score?,0
What scale is used to measure the metrics that make up the mean score?,0
What should you do if none of the provided paragraphs contain 3-4 sentences with detailed information?,0
"What does the "".gov"" domain indicate about a website?",0
What should you do if you have questions about the permissible uses of documents in Bookshelf?,0
What should you do if you have questions about the permissible uses of documents on Bookshelf?,0
What factors have influenced the recent changes in cannabis legalization policies in the United States?,0
How have public health and drug policy been influenced by the legalization of cannabis in the United States?,0
What types of literature is the living document designed to help you find in the NCBI Bookshelf?,1
What types of content does the National Library of Medicine collect for Bookshelf?,0
What is the purpose of the protocol mentioned in the paragraph?,0
What is the purpose of the protocol mentioned in the paragraph?,0
What is the NLM Literature Archive comprised of?,0
What types of content can be accessed for free on Bookshelf at the National Center for Biotechnology Information?,1
What types of statistical works are of particular interest to the NLM?,0
What type of statistical works does NLM particularly emphasize collecting?,0
What is the NCBI Bookshelf a service of?,0
"What is the title of the systematic review conducted by Danan ER, Diem S, Sowerby C, and others?",0
What domain endings are often used by federal government websites?,0
What does the .gov domain indicate about a website?,0
What is the genetic contribution to Type 1 diabetes linked to?,1
What genetic factor has the greatest contribution to the predisposition for Type 1 diabetes?,1
Which model achieved adequate discrimination in the entire cohort and the subgroup of patients treated with palliative radiotherapy alone?,0
Which model achieved adequate discrimination with an AUROC of greater than 0.7 in the entire cohort and the subgroup of patients treated with palliative radiotherapy alone?,0
What is the role of Canada's Drug Agency in the health technology landscape?,0
What is the role of Canada’s Drug Agency in the country's health technology landscape?,1
"What is the title of the systematic review conducted by Danan ER, Diem S, Sowerby C, et al., and published by the Agency for Healthcare Research and Quality in July 2024?",0
"What is the title of the systematic review conducted by Danan ER, Diem S, Sowerby C, et al. as mentioned in the paragraph?",0
What vulvovaginal symptoms are associated with menopause according to the text?,0
What are some vulvovaginal symptoms associated with menopause according to the paragraph?,0
Who published the systematic evidence map on noncancer health endpoints and exposures to polychlorinated biphenyl mixtures?,0
Who authored the systematic evidence map on noncancer health endpoints and exposures to PCB mixtures published by the U.S. Environmental Protection Agency in March 2023?,0
What factors influence the public health impacts of consuming cannabis?,0
What factors influence the public health impacts of consuming cannabis?,0
What does the speaker request in order to make a decision about the most informative paragraph?,0
What do federal government websites often end with?,0
What are the specialized tests used to assess the different pathways of blood coagulation?,1
What test is used to assess the functionality of the intrinsic pathway in plasma coagulation?,0
"What is ""The NCBI Style Guide"" designed to assist people with?",0
"What is ""The NCBI Style Guide"" designed to help with?",0
"What is the title of the systematic review conducted by Danan ER, Diem S, Sowerby C, et al.?",0
"Who are the authors of the systematic review titled ""Genitourinary Syndrome of Menopause""?",1
What role do dendritic cells play in the immune response?,0
What are the roles of dendritic cells in the immune response?,0
What is PubMed Central® (PMC) and where is it located?,1
What is PubMed Central (PMC)?,0
What treatments may improve genitourinary syndrome of menopause (GSM) symptoms according to the review?,0
What treatments were found to improve at least some symptoms of genitourinary syndrome of menopause (GSM)?,0
What is the purpose of the Bookshelf division of the NLM Literature Archive (LitArch) at the National Center for Biotechnology Information (NCBI)?,1
What is Bookshelf and what does it include?,0
What types of encyclopedias does NLM collect and what languages are prioritized?,1
What types of subject-relevant materials does NLM collect?,0
What is the purpose of My NCBI according to the book?,1
What is the purpose of the tool developed by the National Center for Biotechnology Information (NCBI) mentioned in the book?,1
"What does the ""https://"" in a website URL ensure?",0
"What does the presence of ""https://"" in a website's URL indicate about the connection and information exchange?",0
What is the role of practice guidelines in health care?,1
What are health care practice guidelines intended to assist with?,0
What recommendation has Canada's Drug Agency given regarding the reimbursement of Ebglyss for treating atopic dermatitis in adults and adolescents?,1
What was the outcome of the clinical trials regarding the effectiveness of Ebglyss treatment on AD symptoms?,0
"To whom is the committee dedicating the report, and why is this individual significant?",0
"Who was the report dedicated to, and what was their contribution to the field?",0
What is the purpose of the LinkOut service provided by NCBI?,0
What is the purpose of the LinkOut service provided by NCBI?,1
Where can updated or new articles of Diabetes in America be accessed starting in 2023?,0
Where can updated or new articles of Diabetes in America be accessed starting in 2023?,0
What format does NLM LitArch require for full text content submissions?,0
What format is preferred for submissions to NLM LitArch according to the paragraph?,1
What are the sociodemographic characteristics of adults with type 1 diabetes compared to those with type 2 diabetes and those without diagnosed diabetes in terms of race and ethnicity distribution?,0
What is the age distribution comparison between persons with diagnosed diabetes and those without diagnosed diabetes according to the NHIS 2021–2022 data?,0
What are the two soil orders considered most productive in terms of crops in the United States?,0
What factors contribute to the productivity of soils categorized as Mollisols and Alfisols in the U.S.?,0
What criteria does the NLM use to select collected works for their collection?,0
Why does NLM select collected works?,0
What are the terms of the license under which this book is distributed?,0
What variables do the models control for in the study?,0
What format does NLM LitArch require for full text content submissions?,0
"What format is preferred for submissions to NLM LitArch, according to the paragraph?",0
How can users customize the My NCBI homepage display and preferences?,0
How can users customize the appearance of the My NCBI homepage display?,1
What is permitted under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs License for this book?,1
What are the conditions for the distribution and use of this book under its Creative Commons license?,0
What was the range of the number of participants in the included trials studying hepatocellular carcinoma?,0
What was the experimental intervention used in all the trials included in the study?,0
How often is the NLM LitArch FTP site updated?,0
How often is the NLM LitArch FTP site updated?,1
What type of works does NLM focus on collecting at the highest level of intensity in fields like the history of medicine and bioethics?,0
What types of works does the NLM strive to include in its collection according to the provided guidelines?,0
"How does the ""https://"" in a website address contribute to its security?",0
"How does the ""https://"" in a website address benefit users?",0
What treatments are used first-line for PNH?,0
What is PNH and what causes it?,0
What percentage of older adults experience falls each year?,0
"What percentage of older adults experience falls each year, and what are the consequences associated with these falls?",0
"Who are the editors of ""Diabetes in America"" published by the National Institute of Diabetes and Digestive and Kidney Diseases?",0
What is the title of the publication edited by Lawrence JM and others in 2023?,1
What features does My NCBI offer to help manage PubMed citations and compliance with the NIH Public Access Policy?,0
What features does My NCBI offer to help manage PubMed citations and NIH Public Access Policy compliance?,0
What does the domain .gov indicate about a website?,1
What do the domains .gov and .mil signify for a website?,0
What percentage of adults with diabetes in the United States have chronic kidney disease (CKD) as defined by single measurements of albuminuria and serum creatinine?,0
What percentage of adults with diabetes in the United States had chronic kidney disease according to the data from the National Health and Nutrition Examination Surveys 2017–March 2020?,0
When was PCB production banned in the United States?,0
What are some of the uses of polychlorinated biphenyls (PCBs) before their production was banned?,1
What can you do to ensure you receive your confirmation message and automatic email updates from saved searches?,0
What steps can be taken to ensure receipt of confirmation messages and automatic email updates from saved searches?,1
What is the main purpose of conducting an overview of systematic reviews according to the paragraph?,0
What is the purpose of conducting an overview of systematic reviews according to the paragraph?,0
What are the conditions under which this book can be used and distributed according to its Creative Commons license?,0
What type of license is this book distributed under?,0
What is the title and publication date of the report exploring the linkages between soil health and human health?,1
What is the title of the publication released by the National Academies Press in September 2024?,0
"Why is the use of ""https://"" important when connecting to a website?",1
What ensures that you are connecting to the official website and that any information provided is encrypted and transmitted securely?,0
How many U.S. states have legalized cannabis for adult and/or medical use over the past several decades?,0
What is the legal status of cannabis at the federal level in the United States?,0
What is the legal status of cannabis at the federal level in the United States?,0
What types of resources are included in NCBI's Literature resources?,0
What does NCBI's Literature resources include?,0
What does the .gov domain indicate about a website?,0
What does the .gov domain indicate about a website?,1
When did the National Library of Medicine Cataloging Section start maintaining MARC 21 records for Bookshelf titles?,0
When did the National Library of Medicine Cataloging Section begin maintaining MARC 21 records for Bookshelf titles?,0
What is the title of the systematic evidence map discussed in the paragraph?,0
Who authored the systematic evidence map on noncancer health endpoints and exposures to PCB mixtures published by the U.S. Environmental Protection Agency in March 2023?,0
What should you check before sharing sensitive information to ensure the website is a federal government site?,0
What do the domain extensions .gov and .mil indicate about a website?,1
How did the National Library of Medicine begin and who initiated it?,0
How did the National Library of Medicine originate and how has it grown over time?,1
What are cookies used for on NCBI web pages?,0
Which browsers and versions are supported by the NCBI website?,1
What kind of information do NCBI's Health resources contain regarding human disease and pathology?,0
What types of information do NCBI's Health resources databases contain?,0
"What organization compiled the ""Health, United States, 2008"" report?",1
"Who compiled the Health, United States, 2008 report?",0
What clinical outcomes did Winrevair significantly improve when added to optimal background therapy in patients with symptomatic PAH?,0
"What are the 1-, 3-, and 5-year survival rates for patients with PAH in Canada?",0
What organization requested the report from the EPC Program at AHRQ?,0
Which organization requested the report from the EPC Program at AHRQ?,0
Which organization requested the report from the EPC Program at AHRQ?,0
What are the three major pathways leading to complement activation described in the document?,0
What are the three major pathways leading to complement activation described in the document?,1
How many studies were identified after duplicate removal in the initial literature search conducted in 2015?,0
How many total studies were identified after duplicate removal according to the literature searches and screens?,1
What are the principal areas of overlap between NLM and NAL collections?,0
What are the principal areas of mutual collecting interest between the NLM and the Library of Congress?,0
Who does the committee gratefully acknowledge for helping accomplish its charge?,1
"What is the title of the publication edited by Boyle EB, Hurd YL, and Teutsch SM that discusses the public health consequences of changes in cannabis policy?",1
What is the version of the Antenna House Formatter mentioned in the paragraph?,0
What is the version of the Antenna House Formatter used in the document?,0
"What does the ""https://"" in a website address indicate about the connection?",0
"What does ""https://"" ensure when connecting to a website?",1
What type of resources does Bookshelf provide access to at the U.S. National Institutes of Health's National Library of Medicine?,0
What resources and databases does Bookshelf integrate with to provide reference information for biomedical data?,1
What does PSCC stand for in the provided abbreviations?,0
What does the abbreviation QOL-BCS stand for?,0
What are some of the environmental and health costs associated with agricultural management practices in the United States?,1
What are some negative impacts of management practices that maximize yields on soil and the environment in the United States?,0
What type of license allows noncommercial use and distribution of the book as long as the original authors and source are credited?,0
What does the Creative Commons Attribution-NonCommercial-NoDerivs License allow regarding the use and distribution of this book?,0
What is the most common technique used to perform immunophenotyping?,1
What is the most common technique used to perform immunophenotyping?,0
What is the most common technique used to perform immunophenotyping?,0
How might food prices be affected in the future due to changes in soil and land use in the United States?,0
What factors might lead to higher food prices in the future according to the paragraph?,0
Who is the current president of the National Academy of Sciences?,0
"What are the purposes of the National Academies of Sciences, Engineering, and Medicine?",0
What are the conditions for using and distributing the book under its Creative Commons license?,0
What are the conditions for the distribution of the book under the Creative Commons Attribution-NonCommercial-NoDerivs License?,0
What type of license allows for noncommercial use and distribution of the book as long as the original authors and source are credited?,0
What are the conditions for using and distributing the book under the Creative Commons Attribution-NonCommercial-NoDerivs License?,0
What roles did Steven M. Teutsch hold in the field of public health before becoming a senior fellow at the Leonard D. Schaeffer Center for Health Policy and Economics?,0
What roles and responsibilities did Dr. Steven M. Teutsch hold at Merck and the Centers for Disease Control and Prevention?,0
Why does the Library generally collect only international resources likely to be of historical interest?,1
Why does the Library collect certain handbooks and manuals?,0
What does the document provide a protocol for measuring?,0
What is the purpose of the protocol described in the document?,0
What percentage of U.S. adults with diagnosed diabetes reported no physical activity according to the NHANES 2015–2020 data?,0
What types of interventions for obesity treatment among adults with diabetes are discussed in the article?,0
What does an asterisk indicate in the comparison between week 1 and month 6 within each model?,0
What are the different types of cancer survivorship care being evaluated?,0
"What is the title of the publication edited by Boyle EB, Hurd YL, and Teutsch SM released by the National Academies Press in Washington, DC?",0
"What is the title of the publication edited by Boyle EB, Hurd YL, and Teutsch SM?",0
"What is the title of the publication edited by Boyle EB, Hurd YL, and Teutsch SM?",0
What do the website domains .gov and .mil signify?,1
Why was the paragraph not considered sufficient in length according to the requirement?,1
What type of collection has the NCBI Bookshelf developed in collaboration with various health agencies and organizations?,0
What type of collection related to COVID-19 has the NCBI Bookshelf developed?,0
What features does My NCBI offer to help users manage their searches and professional profiles?,0
What features does My NCBI offer to manage NIH Public Access Policy compliance and create online professional profiles?,0
What are the lower and upper limits of detection for TNF-α using the described ELISA procedure?,0
What are the detection and quantification limits for TNF-α in this ELISA procedure?,0
What was the change in the conclusion regarding the carcinogenic risk of PCBs in humans between the ATSDR's 1999 and 2000 evaluations?,0
"What were the conclusions regarding the carcinogenic risk of PCBs in the ATSDR reports from 1999 and 2000, and how did they differ?",0
What does the evidence suggest about the effect of antioxidants on live birth rates among subfertile women?,0
What impact do antioxidants have on live birth and clinical pregnancy rates compared to placebo or no treatment among subfertile women based on the study results?,0
What is survivorship care and why is it important for cancer survivors in the United States?,0
What are some aspects that survivorship care addresses for cancer survivors posttreatment?,1
"What does a lock or ""https://"" indicate on a .gov website?",0
"What does a lock or ""https://"" indicate when visiting a .gov website?",0
"What does a lock icon or ""https://"" signify when accessing a .gov website?",0
What indicates that a connection to a .gov website is secure?,0
How can you identify if a .gov website is secure for sharing sensitive information?,1
What does a lock symbol indicate when visiting a .gov website?,0
When do the regional or state science fairs that lead to the Regeneron International Science and Engineering Fair typically occur?,0
When do the regional or state science fairs that contribute to the Regeneron International Science and Engineering Fair usually occur?,0
How much funding did NOAA's B-WET program provide for educational projects in fiscal year 2019?,0
How much funding did NOAA's B-WET program provide for new and continuing projects in fiscal year 2019?,0
What is the purpose of the NOAA Education Strategic Plan?,0
What role does the Education Council play in the evaluation of NOAA education programs?,0
Who must prospective mentors be in order to participate in the NERTO internship?,1
What are the requirements for prospective mentors and co-mentors for a NERTO internship?,0
What types of legal issues does the NOAA GC Attorney Honors Program provide advice on?,0
What type of legal issues does the NOAA GC provide advice on to the NOAA Administrator and program offices?,1
How much funding did the NOAA Office of Education's B-WET program allocate for new and continuing projects in fiscal year 2022?,0
How much funding did B-WET projects receive from the NOAA Office of Education in fiscal year 2022?,0
What is the purpose of the community resilience education theory of change developed by the grants program?,0
What resources and methods were used to analyze successful approaches and outcomes for community resilience education projects?,1
What indicates that you have safely connected to a .gov website?,0
"What does a lock symbol or ""https://"" indicate when accessing a .gov website?",0
Who is the Program Manager of NOAA Visualization Lab mentioned in the paragraph?,0
"What does a lock symbol or ""https://"" indicate when visiting a .gov website?",0
"What is the project title related to the North Pacific Loggerhead Turtle at NMFS in Silver Spring, MD?",0
What indicates that you are safely connected to a .gov website?,0
Where does NOAA have offices outside of the 50 U.S. states?,1
"In which locations does NOAA have offices apart from all 50 states and Washington, D.C.?",0
"What does a lock or ""https://"" indicate when visiting a .gov website?",1
What indicates that you have safely connected to a .gov website?,0
What indicates that you have safely connected to a .gov website?,0
What is the theme that was used to celebrate the 20th anniversary of the NOAA B-WET program?,0
What is the theme used by the B-WET program to celebrate its 20th anniversary in 2022?,0
"What does a lock or ""https://"" signify when visiting a .gov website?",0
What type of organization does a .gov website belong to in the United States?,1
What indicates that you have safely connected to a .gov website?,0
What indicates that you have safely connected to a .gov website?,0
What role does education play in supporting NOAA's mission?,0
What is the role of the NOAA Office of Education in supporting NOAA's mission?,0
What signifies a secure connection to a .gov website?,1
What does a lock icon indicate when connected to a .gov website?,0
What is the purpose of the eeBLUE aquaculture literacy mini-grants program?,1
What entities manage the awards for the eeBLUE aquaculture literacy mini-grants program?,0
"What percentage of all presidentially-declared disasters in the United States are caused by weather, water, and climate events?",0
"What percentage of all presidentially-declared disasters are caused by weather, water, and climate events in the United States?",0
How can someone participate in NOAA's citizen science programs?,1
What types of citizen science programs does NOAA offer for participation?,0
What types of marine activities does OMAO's fleet support?,0
What types of research and activities are supported by OMAO's fleet of ships and aircraft?,0
What are the benefits of integrating diversity and inclusion into business practices in a workplace?,1
How is diversity and inclusion described in relation to organizational success?,0
What is NOAA's commitment to federally recognized Indian tribes?,1
"What is NOAA's approach to maintaining relations with federally recognized Indian tribes, Alaska Natives, and Native Hawaiian and Pacific Islanders?",1
"What does a lock or ""https://"" indicate when visiting a .gov website?",0
What does a lock icon or https:// indicate when visiting a .gov website?,0
What contents are included in the 2024 EPP/MSI and Hollings undergraduate scholarship program's Education and Science Symposium booklet?,1
What contents are included in the 2024 EPP/MSI and Hollings undergraduate scholarship program's Education and Science Symposium booklet?,0
What is the main objective of the Coastal Ecosystem Learning Centers (CELC) network?,0
What is the purpose of the Coastal Ecosystem Learning Centers (CELC) network?,0
What is a primary long-term goal of the NOAA EPP/MSI Cooperative Science Center?,0
What is a primary long-term goal of the NOAA EPP/MSI Cooperative Science Center?,0
What percentage of buoy data is lost annually due to vandalism?,0
What percentage of buoy data is lost annually due to vandalism?,0
What is NOAA's Community of Practice for Aquaculture Literacy (CoPAL) and when was it formed?,0
What was the purpose for forming NOAA's Community of Practice for Aquaculture Literacy (CoPAL) in 2020?,0
What distinctive features can help recognize a whale shark?,0
What distinctive features help identify a whale shark?,0
What does a locked padlock or HTTPS indicate about a .gov website?,1
What does the lock symbol or HTTPS indicate when visiting a .gov website?,0
"What is the OMB Control Number for the Generic Clearance for Citizen Science and Crowdsourcing Projects approved on September 4, 2024?",0
What office approved the Generic Clearance for Citizen Science and Crowdsourcing Projects and under what control number?,0
What was the primary focus of the program by the year 2015?,0
How did the focus of the program's projects change by 2015?,1
What methods is NOAA using to share critical information and provide a better understanding of their work to the public?,1
How is NOAA utilizing social media tools?,0
How are students becoming stewards of their local watersheds through the B-WET program?,0
What is the B-WET program doing to empower students in relation to their local watersheds?,1
"What does a lock symbol or ""https://"" indicate when connecting to a .gov website?",1
"What does a locked padlock symbol or ""https://"" indicate when accessing a .gov website?",1
What is the primary means of international data and voice transfer according to the UNEP Report?,0
What percentage of international data and voice transfers are routed through submarine fiber optic cables?,0
What information is included in the 2024 EPP/MSI and Hollings undergraduate scholarship program's Education and Science Symposium booklet?,0
What information is included in the Education and Science Symposium booklet for the 2024 EPP/MSI and Hollings undergraduate scholarship program?,1
What are the focus areas of NOAA's accomplishments according to their Business Briefs?,0
What are the areas of achievement highlighted in NOAA's Business Briefs?,0
What are the NOAA Information Quality Guidelines intended to ensure and maximize?,1
What do the NOAA Information Quality Guidelines establish for affected persons?,0
"What is the purpose of the collaboration between NOAA Fisheries, the National Sea Grant Office, and NOAA Office of Education since 2017?",0
"What is the purpose of the collaboration between NOAA Fisheries, the National Sea Grant Office, and NOAA Office of Education since 2017?",1
How do increasing levels of anthropogenic noise in the ocean affect marine animals and their ecosystems?,0
How can increased anthropogenic underwater noise affect marine animals and their ecosystems?,0
What should NOAA employees do upon receiving an ENS message?,0
What is the primary means of accountability for NOAA on an organizational level in case of emergencies?,0
What types of marine protected areas (MPAs) pertain specifically to shipping?,0
What organizations and entities have advocated for the establishment of networks of marine protected areas (MPAs) and specific percentages of ocean coverage as MPAs over the last decade?,0
What are the goals of the funded projects mentioned in the paragraph?,0
What role does education play in achieving NOAA's mission and vision according to the paragraph?,0
"What is the name of the new electronic invoicing platform that NOAA will use starting October 1, 2023, for processing contractor payment requests?",0
When did NOAA transition to a new electronic invoicing platform for contractor payment requests?,0
What is the purpose of each CSC in terms of education and research in relation to NOAA's mission?,1
What is one of the main objectives of CSCs in relation to NOAA's mission?,1
"What does the presence of a lock icon or ""https://"" indicate when connecting to a .gov website?",1
What indicates that you've safely connected to a .gov website?,0
What is causing the ocean to become more acidic and why is it a growing concern?,0
What is causing the ocean to become more acidic over the past century?,0
What is the international legal framework for the conservation and management of fisheries resources based on?,0
What is the basis of the international legal framework for the conservation and management of fisheries resources?,1
"What does a lock symbol or ""https://"" indicate on a .gov website?",1
"What does the lock icon or ""https://"" signify on a .gov website?",0
How many university campuses are included in the NOAA Cooperative Science Centers (CSCs)?,0
How many university campuses are included in total within the NOAA CSCs partnership?,1
What is the migration pattern of American eels as described in the paragraph?,0
What is the life cycle journey of the American eel as described in the Octonauts episode?,0
What types of activities are included in the B-WET projects for 2013?,0
What is the total amount of grant funding provided by the NOAA Office of Education's B-WET program to the 81 new and continuing projects?,1
How many weather and climate disasters in the U.S. between 1980 and August 2024 had damages of at least $1 billion?,0
How many weather and climate disasters in the U.S. had damages reaching at least $1 billion between 1980 and August 2024?,0
Which organization supports the Cooperative Science Centers in highlighting their accomplishments each quarter?,0
What do the Cooperative Science Centers do each quarter with the support of the Educational Partnership Program with Minority Serving Institutions (EPP/MSI)?,1
How many B-WET projects has NOAA supported since 2002?,0
What regions does B-WET currently serve in the United States?,0
"What common problem did the NOAA Fisheries, the National Sea Grant Office, and NOAA Office of Education identify to address?",0
How does a lack of familiarity with aquaculture impact communities' perceptions of its value and importance?,1
What is the maximum scholarship award amount provided by the Hollings Undergraduate Scholarship Program?,0
What is the maximum scholarship award amount for the Hollings Undergraduate Scholarship Program?,1
What are some of the responsibilities of the office in relation to NOAA's law enforcement and legal matters?,1
What roles does the office perform related to NOAA and law enforcement cases?,0
How much funding did the NOAA Office of Education's B-WET program provide for new and continuing projects in fiscal year 2023?,1
Which areas of the country does B-WET currently serve?,0
What is the purpose of the NOAA-21st Century Community Learning Center Watershed STEM Education Partnership grants program?,1
What are the primary goals of the 21st CCLC program and NOAA-21st CCLC Watershed STEM Education Partnership projects?,0
What measures have been taken to reduce the risk of ship strikes on the North Atlantic right whale?,0
What is one major threat to the North Atlantic right whale mentioned in the paragraph?,0
What indicates that you have safely connected to a .gov website?,0
What indicates that you have safely connected to a .gov website?,0
What indicates that you have safely connected to a .gov website?,0
What indicates that you have safely connected to a .gov website?,0
What activities are included in marine scientific research?,0
What types of activities are included in marine scientific research?,1
What can you learn from the interactive eBook about community resilience?,0
"What does a lock symbol or ""https://"" indicate when connecting to a .gov website?",1
What is the purpose of the 1972 World Heritage Convention as mentioned in the paragraph?,0
What undersea site did the U.S. nominate as a World Heritage Site due to its natural and cultural heritage?,0
What is the role of the United Nations Convention on the Law of the Sea in addressing marine pollution threats?,0
What articles of the United Nations Convention on the Law of the Sea address threats of pollution?,0
What is the name of the program that NOAA uses to provide hands-on environmental education opportunities to K-12 teachers and students?,0
What types of projects were funded in 2018 to support environmental education and stewardship?,0
What is the focus of the Meaningful Watershed Educational Experience (MWEE) framework?,1
What is the primary goal of the Meaningful Watershed Educational Experience (MWEE) framework?,0
Who are the Acting General Counsels heading the Office of General Counsel Headquarters?,0
"Who are the Acting General Counsels at the Office of General Counsel Headquarters in Washington, D.C.?",0
What does the Freedom of Information Act guarantee regarding access to federal agency records?,0
What are some reasons that federal agency records might be withheld from public disclosure under the Freedom of Information Act?,0
What is the role of monitoring and evaluation in the management of NOAA education programs?,0
What is the role of monitoring and evaluation in the management of NOAA education programs?,0
Why should you share sensitive information only on official .gov websites with HTTPS?,0
"What does a lock icon or ""https://"" indicate when connecting to a .gov website?",1
What was the purpose of CELC's aquaculture literacy initiative from 2017 to 2023?,0
What was the purpose of CELC's aquaculture literacy initiative from 2017 to 2023?,0
What benefits do Hollings scholars receive as part of the NOAA Ernest F. Hollings Undergraduate Scholarship?,0
What benefits do Hollings scholars receive as part of the NOAA Ernest F. Hollings Undergraduate Scholarship program?,1
"What does a lock symbol or ""https://"" indicate when visiting a .gov website?",0
What indicates that you are safely connected to a .gov website?,1
"How has the B-WET program impacted organizations, educators, and students according to participant profiles?",0
How has the NOAA Bay Watershed Education and Training (B-WET) program impacted participants according to Louisa Koch?,0
What was revised by Council members and the NOAA education community in the fall of 2023?,0
Who leads the effort to identify priority strategies for NOAA Education programs each fiscal year?,0
What does a lock or https:// indicate when visiting a .gov website?,0
"What does a lock symbol or ""https://"" indicate when using .gov websites?",0
What is the role of the International Maritime Organization (IMO) in protecting marine environments?,1
What is the role of the International Maritime Organization (IMO) in protecting the marine environment?,0
How many institutions are part of the SOS Network as of 2022?,0
How many institutions are part of the SOS Network as of 2022?,0
What is the core component of B-WET-funded projects?,1
What is the core component of B-WET-funded projects?,0
Why is it important to use HTTPS when connecting to .gov websites?,0
"What does a lock symbol or ""https://"" indicate about a .gov website connection?",1
"Who is the Section Chief of the Alaska Section co-located with the NOAA National Marine Fisheries Service in Juneau, Alaska?",0
Who are the Section Chief and Deputy Section Chief of the Alaska Section?,0
"What is the focus of the study conducted by NMFS in Silver Spring, MD, during Summer 1?",1
"What is the focus of the project titled ""Summer 1"" conducted by NMFS in Silver Spring, MD?",0
"What is the role of the Enforcement Section's Headquarters office in Silver Spring, Maryland?",1
"What is the scope of the mission of the Enforcement Section’s Headquarters office in Silver Spring, Maryland?",1
What opportunities do the NOAA scholarships provide that help students enhance their academic and professional prospects?,0
What opportunities do NOAA scholarships provide for students to share their research findings?,0
How does the Environmental Literacy Program support the education community in incorporating NOAA's scientific information?,1
"How does the Environmental Literacy Program enhance the education community's ability to deliver scientific information on ocean, coasts, weather, and climate?",0
What does the Resilient Schools Consortium (RiSC) 1.0 curriculum enable students to understand?,1
What is the purpose of the RiSC curriculum?,0
What are some of the environmental statutes that NOAA is responsible for implementing?,0
What role does the Environmental Review and Coordination Section of the NOAA Office of General Counsel play in ensuring compliance with environmental statutes?,0
What kind of information will be provided at the Small Business Industry Day event?,0
What is the purpose of the Small Business Industry Day event?,0
How does NOAA contribute to America's economic vitality?,0
What are some of the key areas that NOAA supports which have an impact on America's gross domestic product?,1
What was the global average atmospheric CO2 concentration peak in May 2022?,0
What was the global average atmospheric carbon dioxide concentration in May 2022?,0
"What does a lock symbol or ""https://"" indicate when visiting a .gov website?",0
"What does a lock symbol or ""https://"" indicate when visiting a .gov website?",0
What indicates that you have safely connected to a .gov website?,0
What is the Regeneron International Science and Engineering Fair?,0
What is the Regeneron International Science and Engineering Fair (ISEF)?,0
What are the main sources of marine debris mentioned in the paragraph?,0
What are some of the major sources of marine debris mentioned in the paragraph?,0
What can individuals do in their communities to better handle environmental challenges caused by climate change?,0
What can be done in communities to handle the challenges posed by environmental hazards?,1
What is the purpose of the Coastal Ecosystem Learning Centers (CELC) network coordinated by NOAA’s Office of Education?,0
What is the primary goal of the Coastal Ecosystem Learning Centers (CELC) network?,0
What was the primary purpose of the Marine Resources and Engineering Development Act of 1966?,0
"What significant report was submitted by the Stratton Commission to the President and Congress on January 9, 1969?",0
Why should sensitive information only be shared on .gov websites with HTTPS?,0
"What does a lock symbol or ""https://"" indicate when connecting to a .gov website?",0
What historical rule was the original three nautical mile territorial sea limit based on?,0
What historical event in 1945 led to the United States asserting jurisdiction over the natural resources of the continental shelf?,0
"What type of resources does the NOAA Outreach Center provide, and are they copyright restricted?",0
What are the main purposes of the NOAA Outreach Center?,1
What are the objectives of the Coastal Ecosystems Learning Centers (CELC) network as outlined in their Strategic Plan?,0
What are the objectives of the Coastal Ecosystems Learning Centers (CELC) network as outlined in their Strategic Plan?,1
What functions do the tusks of walruses serve?,0
What are some uses of a walrus's tusks?,0
What is the purpose of the national evaluation system created by B-WET?,0
What is the purpose of the national evaluation system created by B-WET?,0
What indicates that you've safely connected to a .gov website?,0
What signifies that you have safely connected to a .gov website?,0
What are some of the communication products developed by the Education Council to highlight NOAA educational efforts for each federal fiscal year?,0
What is the purpose of the Unified Data Call (UDC)?,0
What organization do the ocean experts working with the Octonauts come from?,0
What is the Coastal Ecosystem Learning Center (CELC) network and how does it contribute to ocean conservation?,1
"What does a lock icon or ""https://"" indicate when visiting a .gov website?",0
What indicates that you have safely connected to a .gov website?,0
What indicates that you have safely connected to a .gov website?,0
"What does the presence of a lock symbol or ""https://"" indicate about a .gov website?",0
What does a lock symbol or HTTPS indicate when visiting a .gov website?,0
What types of vessels and maritime zones can a State exercise jurisdiction over according to international law and the Law of the Sea Convention?,0
What are the types of maritime zones over which a state can exercise jurisdiction according to international law?,0
What physical features does the giant squid have that aid in feeding?,0
What distinguishes the giant squid's anatomy and hunting habits from other parts of the ocean's wildlife?,0
How many pre-applicants were asked to submit a full proposal for review in the 2018 funding competition?,0
How much total funding did NOAA's Environmental Literacy Program provide for the nine projects across the country?,0
When do applications for the Hollings undergraduate scholarship program close?,0
When is the deadline to apply for the Hollings undergraduate scholarship program?,0
